"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categoryName","city","countryCode","isAdvertisement","location/lat","location/lng","neighborhood","placeId","postalCode","rank","reviewsCount","searchPageLoadedUrl","searchPageUrl","searchString","state","street","title","totalScore","url"
"Av. das Esmeralda, 1583 - St. Recanto das Minas Gerais, Goiânia - GO, 74785-132, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6460784","-49.1833427","Av. das Esmeralda, 1583","ChIJq2tdGOjtXpMRggIrpfEuN2k","74785-132","9","2","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","Goiás","Av. das Esmeralda, 1583","Las Vegas Bar & Diversão","2.5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJq2tdGOjtXpMRggIrpfEuN2k"
"Av. Paulo Alves da Costa - Parque das Amendoeiras, Goiânia - GO, 74780-500, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6558333","-49.1890772","Av. Paulo Alves da Costa","ChIJw_0UNeLtXpMRSt4kZr_b_sw","74780-500","10","30","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","Goiás","Av. Paulo Alves da Costa","Barretos Bar","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJw_0UNeLtXpMRSt4kZr_b_sw"
"Jd Maria Helena - Av Anápolis, 2751 ao Lado CIOPS da - Vila Pedroso, Goiânia - GO, 74769-790, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6588744","-49.184063","Jd Maria Helena - Av Anápolis, 2751 ao Lado CIOPS da","ChIJg1jrUfLtXpMR5dcjLh-sCu4","74769-790","11","184","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","GO","Jd Maria Helena - Av Anápolis, 2751 ao Lado CIOPS da","Bar Restaurante Sol Nascente","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJg1jrUfLtXpMR5dcjLh-sCu4"
"Rua JDF 217 Qd. 28 Lt. 01 N.251 - Jardim Dom Fernando II, Goiânia - GO, 74765-260, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6663936","-49.1893872","Rua JDF 217 Qd. 28 Lt. 01 N.251","ChIJ8SwNG0fvXpMRoakswr_R41s","74765260","12","0","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","GO","Rua JDF 217 Qd. 28 Lt. 01 N.251","Bar do Ari",,"https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ8SwNG0fvXpMRoakswr_R41s"
"Av. Nazareth, 646 - Jardim Guanabara, Goiânia - GO, 74675-610, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6209105","-49.2233817","Av. Nazareth, 646","ChIJ86kyPI3yXpMR_4KDXznFpcw","74675-610","15","1","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","Goiás","Av. Nazareth, 646","Bar KoKoriKor","4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ86kyPI3yXpMR_4KDXznFpcw"
"Av. Cristóvão Colombo, 426 - Jardim Novo Mundo, Goiânia - GO, 74705-130, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6700436","-49.2155565","Av. Cristóvão Colombo, 426","ChIJbe7Q2PDxXpMR4FYWLSFFkgs","74705-130","16","255","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","Goiás","Av. Cristóvão Colombo, 426","BAR DO ORLANDO","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJbe7Q2PDxXpMR4FYWLSFFkgs"
"R. Bogotá - Jardim Novo Mundo, Goiânia - GO, 74710-250, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6701081","-49.2123434","R. Bogotá","ChIJDXAfb_rxXpMRwnCuijaSltY","74710-250","18","115","https://www.google.com/maps/search/bares/@-16.5933867,-49.1591612,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.593386668021587,-49.15916117021268,15z?hl=pt-BR","bares","Goiás","R. Bogotá","Bar Cantinho Nosso","4.7","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJDXAfb_rxXpMRwnCuijaSltY"
"R. SC-1, 11 - Q 19 lt 02 - Jardim Colorado, Goiânia - GO, 74474-014, Brasil","Bar de cervejas",,,,,,,,,"Bar de cervejas","Goiânia","BR","false","-16.6244488","-49.3379874","R. SC-1, 11 - Q 19 lt 02","ChIJ5U_cETD1XpMR9EVrmB35YtM","74474-014","5","0","https://www.google.com/maps/search/bares/@-16.6263497,-49.3313529,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.3313528865249,15z?hl=pt-BR","bares","Goiás","R. SC-1, 11 - Q 19 lt 02","BAR Amareinho Goiania",,"https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ5U_cETD1XpMR9EVrmB35YtM"
"Av. do Povo, 880 - Vila Mutirao I, Goiânia - GO, 74480-110, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6153573","-49.3469659","Av. do Povo, 880","ChIJ4VNut7WKXpMRBpI4VvUF0gk","74480-110","8","133","https://www.google.com/maps/search/bares/@-16.6263497,-49.3313529,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.3313528865249,15z?hl=pt-BR","bares","Goiás","Av. do Povo, 880","""Mato Grosso Chopp""","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ4VNut7WKXpMRBpI4VvUF0gk"
"Rua JC2 QD6 LOT3 - JARDIM CURITIBA IV, Goiânia - GO, 74480-450, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6081077","-49.3454363","Rua JC2 QD6 LOT3","ChIJMSQxMYiLXpMROoKS2Uq7R0I","74480-450","12","4","https://www.google.com/maps/search/bares/@-16.6263497,-49.3313529,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.3313528865249,15z?hl=pt-BR","bares","GO","Rua JC2 QD6 LOT3","Bar do Chico","5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJMSQxMYiLXpMROoKS2Uq7R0I"
"Av. Oriente - St. Morada do Sol, Goiânia - GO, 74473-823, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6078839","-49.3168494","Av. Oriente","ChIJZ4HGyy2LXpMRew5IbOCy9n8","74473-823","20","64","https://www.google.com/maps/search/bares/@-16.6263497,-49.3313529,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.3313528865249,15z?hl=pt-BR","bares","Goiás","Av. Oriente","Peixe & Artes","4.5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJZ4HGyy2LXpMRew5IbOCy9n8"
"R. João Batista Gonçalves, 124-184 - Conj. Vera Cruz, Goiânia - GO, 74493-110, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6608321","-49.3808309","R. João Batista Gonçalves, 124-184","ChIJ9e3IqJ5fXpMRIUcyIlynyho","74493-110","1","62","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. João Batista Gonçalves, 124-184","Bar do Joel","4.8","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ9e3IqJ5fXpMRIUcyIlynyho"
"Rua Vc 26, Q cl 10 L 1 - Conj. Vera Cruz, Goiânia - GO, 74493-440, Brasil","Bar com música ao vivo",,,,,,,,,"Bar com música ao vivo","Goiânia","BR","false","-16.6577011","-49.3887754","Rua Vc 26, Q cl 10 L 1","ChIJdw53PR1fXpMRJoGpLlHHE6U","74493-440","2","147","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","GO","Rua Vc 26, Q cl 10 L 1","Os Caipiras Pub","4.5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJdw53PR1fXpMRJoGpLlHHE6U"
"R. Padre Eliezer, 1 - Quadra 16 Lote 01 - Conj. Vera Cruz, Goiânia - GO, 74490-235, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6588097","-49.3865975","R. Padre Eliezer, 1 - Quadra 16 Lote 01","ChIJY9gygh7zXpMRFdlQwXtpoZM","74490-235","3","132","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. Padre Eliezer, 1 - Quadra 16 Lote 01","Dôbber Gastrobar","4.5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJY9gygh7zXpMRFdlQwXtpoZM"
"Residencial - R. Pôrto Seguro, Qd 08 - Lt 23 - Res. JARDINS DO CERRADO 2, Goiânia - GO, 74491-481, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6713946","-49.4143438","Residencial - R. Pôrto Seguro, Qd 08 - Lt 23","ChIJiZGKAddfXpMR5TDA1RsbHTc","74491-481","4","4","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","Residencial - R. Pôrto Seguro, Qd 08 - Lt 23","Bar Parada Obrigatória","4.8","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJiZGKAddfXpMR5TDA1RsbHTc"
"R. Eunice Weaver, Quadra 36 - lote 19 - Conj. Vera Cruz, Goiânia - GO, 74493-050, Brasil","Bares",,,,,,,,,"Bares","Goiânia","BR","false","-16.66474","-49.3851624","R. Eunice Weaver, Quadra 36 - lote 19","ChIJceZjncRfXpMRh5rCMuz4mT4","74493-050","5","10","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. Eunice Weaver, Quadra 36 - lote 19","Buteco do skambal","4.9","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJceZjncRfXpMRh5rCMuz4mT4"
"Av. Santa Cruz, Qd. 11 - Lt. 13 - Lot. Tropical Ville, Goiânia - GO, 74496-200, Brasil","Bares",,,,,,,,,"Bares","Goiânia","BR","false","-16.6550854","-49.3814484","Av. Santa Cruz, Qd. 11 - Lt. 13","ChIJkT6mP91fXpMRldg6pQH0cGg","74496-200","6","268","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","Av. Santa Cruz, Qd. 11 - Lt. 13","Choperia Gourmet Moreira","4.6","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJkT6mP91fXpMRldg6pQH0cGg"
"Praça da Feira - Conj. Vera Cruz, Goiânia - GO, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6595644","-49.3864025","Praça da Feira","ChIJR99ZotRfXpMRJ4jGl3ytUl8",,"7","65","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","Praça da Feira","Barzim Vera's","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJR99ZotRfXpMRJ4jGl3ytUl8"
"Avenida Gercina Borges Teixeira com Rua Manoel Bandeira, Qd: 111, Lt: 02, II - Conj. Vera Cruz, Goiânia - GO, 74493-060, Brasil","Bar e Grill","Local para eventos",,,,,,,,"Bar e Grill","Goiânia","BR","false","-16.676084","-49.3856546","Avenida Gercina Borges Teixeira com Rua Manoel Bandeira, Qd: 111, Lt: 02, II","ChIJcVwCGftfXpMRXll_KHZ9xb0","74493-060","8","42","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","GO","Avenida Gercina Borges Teixeira com Rua Manoel Bandeira, Qd: 111, Lt: 02, II","BUTEKO DO COWBOY","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJcVwCGftfXpMRXll_KHZ9xb0"
"Av. Couto Magalhães, qd 01 - lt.05 - Res. Junqueira, Goiânia - GO, 74493-194, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6576613","-49.3776786","Av. Couto Magalhães, qd 01 - lt.05","ChIJiVzEVnVfXpMR7zg5HOssdGw","74493-194","9","17","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","Av. Couto Magalhães, qd 01 - lt.05","Mercearia Estrela (Dalva)","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJiVzEVnVfXpMR7zg5HOssdGw"
"R. Haroldo Barbosa, 546 - Conj. Vera Cruz, Goiânia - GO, 74495-070, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6831244","-49.3872582","R. Haroldo Barbosa, 546","ChIJcRaZhFZfXpMRkBb81zv4DZQ","74495-070","10","8","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. Haroldo Barbosa, 546","Bar do passarinho","4.8","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJcRaZhFZfXpMRkBb81zv4DZQ"
"Av. La Paz Qd.01 Lt.01 Residencial, R. Mendanha, Goiânia - GO, 74495-849, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6848379","-49.3745577","Av. La Paz Qd.01 Lt.01 Residencial, R. Mendanha","ChIJTwlHIdFfXpMRI72ryEGZ1mU","74495-849","13","474","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","GO","Av. La Paz Qd.01 Lt.01 Residencial, R. Mendanha","Cumpadi Bar & Restaurante","4.8","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJTwlHIdFfXpMRI72ryEGZ1mU"
"R. 2, 381 - St. Santos Dumont, Goiânia - GO, 74463-440, Brasil","Bar","Restaurante",,,,,,,,"Bar","Goiânia","BR","false","-16.6554982","-49.3491526","R. 2, 381","ChIJ1VqW6rH1XpMRuv35qZ3f8qQ","74463-440","15","421","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. 2, 381","Candangos Restaurante Bar","4.3","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ1VqW6rH1XpMRuv35qZ3f8qQ"
"Av. Rio de Janeiro, 216 - Parque Industrial Joao Braz, Goiânia - GO, 74483-500, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6896372","-49.3530171","Av. Rio de Janeiro, 216","ChIJq3sov3L1XpMRQ9WxCWplkWw","74483-500","16","8","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","Av. Rio de Janeiro, 216","Bar do Índio em Goiânia","4.9","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJq3sov3L1XpMRQ9WxCWplkWw"
"R. PB-1 - Jardim Balneário Meia Ponte, Goiânia - GO, 74591-043, Brasil","Bar e Grill",,,,,,,,,"Bar e Grill","Goiânia","BR","false","-16.6153874","-49.2842931","R. PB-1","ChIJ53DVh6f0XpMR62t9MwUkLVA","74591-043","42","617","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","R. PB-1","Cantinho do Peixe","4.2","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ53DVh6f0XpMR62t9MwUkLVA"
"R. João Rita Dias - Jardim Leblon, Goiânia - GO, 74455-360, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6735648","-49.3234765","R. João Rita Dias","ChIJ4ayN3TT0XpMRfdSIEuk1GHA","74455-360","19","90","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. João Rita Dias","Bar Leblon","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ4ayN3TT0XpMRfdSIEuk1GHA"
"R. José Pedro da Costa - St. Oeste, Goiânia - GO, 74140-060, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6621716","-49.2775843","R. José Pedro da Costa","ChIJE_XGC_PzXpMRr1KTZwPK5hE","74140-060","43","25","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","R. José Pedro da Costa","Bar E Distribuidora","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJE_XGC_PzXpMRr1KTZwPK5hE"
"R. André Henrique, 406-458 - Jardim das Rosas, Goiânia - GO, 74484-718, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.7035782","-49.3706904","R. André Henrique, 406-458","ChIJ7bE1PERZXpMRhBt_apCshI8","74484-718","20","39","https://www.google.com/maps/search/bares/@-16.6593128,-49.4002296,15z?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.65931277732615,-49.400229573049785,15z?hl=pt-BR","bares","Goiás","R. André Henrique, 406-458","PURURUCA GASTRO BAR","4.2","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ7bE1PERZXpMRhBt_apCshI8"
"Rua da Independência, 358-446 - Capuava, Goiânia - GO, 74450-400, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6606798","-49.3218141","Rua da Independência, 358-446","ChIJU5hl2Rr1XpMRXjZycmwyfNc","74450-400","44","9","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","Rua da Independência, 358-446","D' Veras Bar","4.9","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJU5hl2Rr1XpMRXjZycmwyfNc"
"R. Dr. Benjamin Luiz Vieira, 525-629 - Vila Sao Luiz, Goiânia - GO, 74563-430, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6527973","-49.2683988","R. Dr. Benjamin Luiz Vieira, 525-629","ChIJi7k9oJbzXpMR0zuZM6YTvyk","74563-430","46","29","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","R. Dr. Benjamin Luiz Vieira, 525-629","Bar Do Cabelo","4.7","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJi7k9oJbzXpMR0zuZM6YTvyk"
"Av. Sen. Pedro Ludovico Teixeira, 525 - Vila Megale, Goiânia - GO, 74660-385, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6527671","-49.2581949","Av. Sen. Pedro Ludovico Teixeira, 525","ChIJM2ZB3TTzXpMRR6jX07CxYKE","74660-385","47","1","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","Av. Sen. Pedro Ludovico Teixeira, 525","Bar da Carol","5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJM2ZB3TTzXpMRR6jX07CxYKE"
"R. P-24, 386 - St. dos Funcionários, Goiânia - GO, 74543-390, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6691183","-49.2793218","R. P-24, 386","ChIJZ1Q-TPfzXpMR-xHgbDHA_3o","74543-390","48","1010","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","R. P-24, 386","Bar Peixoto","4.7","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJZ1Q-TPfzXpMR-xHgbDHA_3o"
"Av. Eng. Fuad Rassi, 1282 - Crimeia Leste, Goiânia - GO, 74655-315, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.649575","-49.2558121","Av. Eng. Fuad Rassi, 1282","ChIJT9ysPhrzXpMR3qR5qI1KZcA","74655-315","50","54","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","Av. Eng. Fuad Rassi, 1282","Bar Hora do Espetinho","4.4","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJT9ysPhrzXpMR3qR5qI1KZcA"
"Aeroviario, Goiânia - GO, 74435-090, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6654364","-49.3049256",,"ChIJqxeZGUD0XpMRXsCiBItGqeI",,"51","402","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás",,"Bar Aeroviário","4.5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJqxeZGUD0XpMRXsCiBItGqeI"
"R. 70, 454 - Quadra 125 - St. Central, Goiânia - GO, 74055-120, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6665847","-49.2595963","R. 70, 454 - Quadra 125","ChIJKd1SltzzXpMRUD0jpV_eKWc","74055-120","54","306","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","R. 70, 454 - Quadra 125","Bar Via 70","4.3","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJKd1SltzzXpMRUD0jpV_eKWc"
"Av. Dom Prudêncio, 308 - St. Sao Jose, Goiânia - GO, 74440-540, Brasil","Restaurante","Bar",,,,,,,,"Restaurante","Goiânia","BR","false","-16.6581784","-49.3034942","Av. Dom Prudêncio, 308","ChIJ8X1YC9P1XpMRncvrVF85ciI","74440-540","55","278","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","Av. Dom Prudêncio, 308","Kennyels bar e restaurante","4.6","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ8X1YC9P1XpMRncvrVF85ciI"
"Av. Oeste, 1855 - Setor Norte Ferroviário, Goiânia - GO, 74063-020, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.65989","-49.2625951","Av. Oeste, 1855","ChIJp-Gg68zzXpMR7qc26-l4e2Y","74063-020","56","14","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","Av. Oeste, 1855","TÔ EM CASA BAR","4.5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJp-Gg68zzXpMR7qc26-l4e2Y"
"R. da Passagem - Esplanada dos Anicuns, Goiânia - GO, 74433-130, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6640654","-49.310213","R. da Passagem","ChIJ_TmLx0b0XpMRvxoEuR8oaYw","74433-130","58","4","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","R. da Passagem","Bar Santo Expedito","5","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJ_TmLx0b0XpMRvxoEuR8oaYw"
"Rua 31 de Dezembro, qd 9/1, lt 20 - St. Estrela Dalva, Goiânia - GO, 74055-100, Brasil","Bar",,,,,,,,,"Bar","Goiânia","BR","false","-16.6648091","-49.259391","Rua 31 de Dezembro, qd 9/1, lt 20","ChIJgfSaUcPzXpMRVKn4ui8O-9Y","74055-100","59","42","https://www.google.com/maps/search/bares/@-16.6263497,-49.2969145,15z/data=!4m2!2m1!6e5?hl=pt-BR&entry=ttu","https://www.google.com/maps/search/bares/@-16.62634972267387,-49.29691454326245,15z?hl=pt-BR","bares","Goiás","Rua 31 de Dezembro, qd 9/1, lt 20","Bar Primo Rico 68","4.1","https://www.google.com/maps/search/?api=1&query=bares&query_place_id=ChIJgfSaUcPzXpMRVKn4ui8O-9Y"
